threshold	alignment_size	SNPs
80	2500	1978494
80	2250	1978600
80	2000	1978559
80	1750	1978415
80	1500	1978501
80	1250	1978582
80	1000	1978650
80	750	1978430
80	500	1978679
80	250	1981531
80	100	1980267
80	75	1980535
80	50	1980480
80	25	1984382
80	10000	1976552
80	9750	1977101
80	9500	1977881
80	9250	1977550
80	9000	1978196
80	8750	1978418
80	8500	1978328
80	8250	1978318
80	8000	1978298
80	7750	1978354
80	7500	1977943
80	7250	1978055
80	7000	1978197
80	6750	1978496
80	6500	1978492
80	6250	1978235
80	6000	1978473
80	5750	1978597
80	5500	1978606
80	5250	1978659
80	5000	1978692
80	4750	1978734
80	4500	1978722
80	4250	1978631
80	4000	1978841
80	3750	1978923
80	3500	1979127
80	3250	1979143
80	3000	1979165
80	2750	1979267
80	2500	1979270
80	2250	1979395
80	2000	1979136
80	1750	1979790
80	1500	1977500
80	1250	1977788
80	1000	1977800
80	750	1976689
80	500	1978629
80	250	1981493
80	100	1986012
80	75	1986067
80	50	1984243
80	25	1984766
80	10000	1978046
80	9750	1977826
80	9500	1976423
80	9250	1976461
80	9000	1976424
80	8750	1977201
80	8500	1977519
80	8250	1977866
80	8000	1977543
80	7750	1978234
80	7500	1978274
80	7250	1978328
80	7000	1978189
80	6750	1978193
80	6500	1977878
80	6250	1978253
80	6000	1978203
80	5750	1978275
80	5500	1978351
80	5250	1978389
80	5000	1978471
80	4750	1978382
80	4500	1978424
80	4250	1978396
80	4000	1978244
80	3750	1978034
